,Timestamp,ID,Paste your results here.
10,4/15/2022 18:47:40,73,"researchdle 4/6 272.058
6 glover
⬛⬛🟩🟨⬛⬛
⬛🟨🟩🟨⬛⬛
⬛🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩🟩"
11,4/15/2022 18:48:50,73,"researchdle 4/6 63.992
4 head
⬛🟨⬛⬛
⬛🟩🟩⬛
⬛🟩🟩⬛
🟩🟩🟩🟩"
12,4/16/2022 0:10:50,83,"researchdle 3/6 60.001
6 plough
⬛⬛⬛⬛⬛⬛
⬛🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩🟩"
13,4/16/2022 0:12:35,83,"researchdle 4/6 96.459
5 derby
⬛⬛⬛🟨🟨
⬛⬛⬛⬛🟨
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩"
14,4/16/2022 0:15:13,83,"researchdle 4/6 149.276
4 high
⬛⬛⬛⬛
⬛⬛⬛⬛
⬛🟩⬛⬛
🟩🟩🟩🟩"
15,4/16/2022 0:17:59,83,"researchdle 5/6 156.998
4 navy
⬛⬛⬛⬛
⬛⬛🟨🟨
⬛🟩🟨⬛
🟩🟩⬛🟩
🟩🟩🟩🟩"
16,4/16/2022 0:18:38,83,"researchdle 3/6 30.565
4 tone
⬛🟨⬛🟨
⬛⬛⬛🟨
🟩🟩🟩🟩"
17,4/16/2022 0:23:20,83,"researchdle 5/6 274.855
4 roll
⬛⬛⬛⬛
⬛🟨⬛⬛
⬛⬛🟨⬛
🟨🟩⬛⬛
🟩🟩🟩🟩"
18,4/16/2022 0:24:56,83,"researchdle 5/6 21.02
5 staff
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
19,4/16/2022 0:25:15,83,"researchdle 3/6 6.774
5 share
🟩⬛🟩🟩🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
20,4/16/2022 0:28:56,83,"researchdle 5/6 211.684
6 bamboo
⬛⬛🟨⬛⬛⬛
⬛⬛⬛⬛⬛⬛
🟨⬛⬛🟨🟨🟨
⬛🟨🟩🟩🟨⬛
🟩🟩🟩🟩🟩🟩"
21,4/16/2022 0:37:34,71,"researchdle 3/6 28.122
5 chain
⬛⬛⬛⬛⬛
🟨🟨🟨⬛⬛
🟩🟩🟩🟩🟩"
22,4/16/2022 16:08:05,73,"researchdle 6/6 300.897
7 request
⬛⬛⬛⬛🟩🟨🟨
🟩🟩⬛⬛🟩⬛⬛
🟩🟩🟨🟨⬛⬛⬛
⬛🟩⬛⬛🟩🟩🟩
🟩🟩⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩 "
23,4/16/2022 16:10:40,73,"researchdle 4/6 144.417
6 cation
⬛⬛⬛🟩🟨⬛
⬛⬛🟨🟨⬛⬛
🟩🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩🟩"
24,4/16/2022 16:18:23,73,"researchdle 6/6 454.652
6 highly
⬛⬛⬛🟨⬛⬛
⬛🟨🟨⬛⬛⬛
⬛🟩🟨⬛⬛⬛
⬛🟩🟩⬛🟩⬛
⬛⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩🟩"
25,4/16/2022 16:24:47,71,"researchdle X/6 116.056
6 marvel
⬛⬛⬛🟨⬛⬛
⬛🟨🟨🟨🟨⬛
🟨🟨🟨🟨⬛⬛
⬛⬛🟨🟨🟨⬛
🟩🟩🟩⬛⬛⬛
🟩🟩🟩⬛🟩⬛"
26,4/16/2022 16:25:52,71,"researchdle 5/6 56.241
5 cable
⬛⬛⬛⬛⬛
🟨⬛⬛⬛🟩
🟨🟨🟨⬛🟩
🟨🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
27,4/16/2022 16:27:49,71,"researchdle 5/6 106.703
6 palace
⬛🟨🟨⬛⬛⬛
⬛🟨🟨🟨⬛⬛
⬛⬛⬛🟨🟨🟨
🟩🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩🟩"
28,4/16/2022 16:28:50,71,"researchdle 5/6 52.763
5 ridge
⬛⬛⬛🟨⬛
⬛⬛🟨⬛🟩
⬛🟨🟨🟨🟩
🟨🟩⬛🟨🟨
🟩🟩🟩🟩🟩"
29,4/16/2022 16:29:46,71,"researchdle 5/6 46.507
4 coil
⬛🟩⬛⬛
⬛🟩⬛⬛
🟨🟩⬛⬛
⬛🟩🟨⬛
🟩🟩🟩🟩"
30,4/16/2022 16:31:53,71,"researchdle 5/6 116.498
5 raven
⬛⬛⬛🟨⬛
🟨🟨⬛⬛🟨
⬛🟨🟨🟨⬛
🟨🟩⬛🟩🟨
🟩🟩🟩🟩🟩"
31,4/16/2022 16:32:14,71,"researchdle 5/6 9.825
4 lone
⬛🟩⬛⬛
⬛🟩⬛🟨
🟩🟩⬛⬛
🟩🟩🟩⬛
🟩🟩🟩🟩"
32,4/16/2022 16:35:36,71,"researchdle 5/6 177.1
7 imagery
⬛⬛🟨🟨🟨⬛⬛
🟨🟨🟩⬛🟨⬛🟩
⬛🟨🟨⬛🟨🟨⬛
🟩🟨⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩🟩🟩"
33,4/16/2022 16:35:59,71,"researchdle 3/6 15.836
5 upset
🟨🟩⬛⬛🟩
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩"
34,4/16/2022 16:39:14,71,"researchdle 6/6 186.408
7 spatial
🟩🟩⬛⬛🟨⬛⬛
🟩🟩🟨🟨⬛🟨⬛
🟩🟩🟨⬛⬛🟨⬛
🟩🟩🟩⬛⬛⬛⬛
🟩🟩🟩⬛⬛🟨⬛
🟩🟩🟩🟩🟩🟩🟩"
35,4/16/2022 16:39:39,71,"researchdle 3/6 18.017
5 brunt
⬛⬛⬛🟨🟩
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
36,4/16/2022 16:40:21,71,"researchdle 6/6 33.118
5 touch
⬛⬛🟨⬛🟨
⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩"
37,4/16/2022 16:40:56,71,"researchdle 4/6 26.583
5 cobra
⬛⬛🟨🟩⬛
⬛🟩🟨🟨⬛
🟨🟩🟨🟩⬛
🟩🟩🟩🟩🟩"
38,4/16/2022 16:44:36,71,"researchdle 6/6 191.294
7 waiting
⬛⬛⬛⬛🟨⬛⬛
⬛⬛⬛🟨⬛⬛⬛
⬛🟩🟨⬛⬛⬛⬛
🟨🟩🟨🟨🟩⬛⬛
⬛🟩⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
39,4/16/2022 16:49:40,71,"researchdle 4/6 94.097
7 further
⬛⬛⬛⬛⬛🟨⬛
🟩⬛🟩🟩⬛🟩⬛
🟩⬛🟩🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
40,4/16/2022 16:51:50,71,"researchdle 6/6 119.79
5 visit
🟨⬛⬛⬛🟩
⬛⬛⬛🟨🟩
🟨⬛🟨⬛🟩
⬛🟩🟩🟨⬛
⬛⬛⬛⬛🟨
🟩🟩🟩🟩🟩"
41,4/16/2022 16:59:43,71,"researchdle 5/6 132.344
6 trance
⬛🟩⬛🟨⬛🟨
🟩🟩🟨🟨⬛⬛
🟩🟩🟩⬛🟨⬛
🟩🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩🟩"
42,4/16/2022 17:00:21,71,"researchdle 3/6 29.442
5 cable
🟨⬛⬛⬛🟩
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩"
43,4/16/2022 17:02:13,71,"researchdle 4/6 102.279
7 hapless
🟨🟨⬛🟨🟨⬛🟩
🟨🟨🟨🟨🟨⬛🟩
⬛⬛⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
44,4/16/2022 17:02:40,71,"researchdle 3/6 19.837
6 safely
🟩⬛⬛🟩🟨⬛
🟩🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩🟩"
45,4/16/2022 17:05:45,71,"researchdle X/6 175.374
7 papyrus
⬛🟨🟨⬛🟨⬛🟩
🟩🟨⬛🟨⬛⬛⬛
🟨⬛⬛⬛🟨⬛⬛
⬛🟨⬛⬛🟨⬛🟩
⬛⬛🟨⬛⬛⬛🟨
🟩🟩⬛🟨⬛🟨🟩"
46,4/16/2022 17:06:59,71,"researchdle 3/6 7.744
5 third
⬛⬛⬛🟩🟨
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
47,4/16/2022 17:07:31,71,"researchdle 6/6 24.495
4 coal
⬛⬛🟨⬛
⬛⬛⬛⬛
⬛⬛🟨⬛
⬛🟩🟨⬛
🟨🟩🟩⬛
🟩🟩🟩🟩"
48,4/16/2022 23:17:23,71,"researchdle 4/6 134.531
6 facile
⬛⬛🟨🟨⬛⬛
🟩🟨🟨⬛🟨⬛
🟩🟨🟩⬛🟩🟩
🟩🟩🟩🟩🟩🟩"
49,4/16/2022 23:20:27,71,"researchdle 5/6 146.589
6 thrift
⬛⬛🟩⬛⬛⬛
⬛⬛🟩🟩⬛⬛
⬛🟨🟩🟩⬛🟩
🟩⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩🟩"
50,4/16/2022 23:23:07,71,"researchdle 5/6 151.482
7 bending
⬛⬛⬛🟨⬛⬛⬛
🟨🟨⬛⬛🟨🟨⬛
⬛🟨🟨🟩🟨⬛⬛
🟩⬛🟩🟩⬛🟨🟨
🟩🟩🟩🟩🟩🟩🟩"
51,4/16/2022 23:30:25,71,"researchdle X/6 408.145
6 ataxia
⬛⬛🟨⬛⬛🟨
⬛🟨⬛🟨⬛⬛
🟨⬛⬛🟨⬛⬛
⬛⬛⬛🟨🟩⬛
⬛⬛🟨⬛🟩⬛
⬛🟨⬛🟨⬛⬛"
52,4/16/2022 23:32:37,71,"researchdle 6/6 81.998
5 final
⬛⬛⬛⬛⬛
🟨🟨🟨⬛⬛
⬛🟨🟨🟨⬛
🟨🟨⬛🟨⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
53,4/16/2022 23:33:06,71,"researchdle 6/6 22.388
4 left
⬛⬛⬛🟩
⬛⬛⬛🟨
⬛⬛⬛🟩
⬛🟩⬛🟩
🟨🟩🟨🟩
🟩🟩🟩🟩"
54,4/16/2022 23:33:29,71,"researchdle 3/6 15.277
5 morse
🟨⬛🟨🟨⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩"
55,4/16/2022 23:34:44,71,"researchdle 6/6 46.141
4 gown
⬛🟩⬛⬛
⬛🟩⬛⬛
⬛🟩⬛🟩
⬛🟩⬛🟩
⬛🟩⬛🟩
🟩🟩🟩🟩"
56,4/16/2022 23:37:00,71,"researchdle 5/6 124.736
7 asunder
🟨⬛🟨🟨🟨🟨⬛
⬛🟨⬛🟨🟨🟩🟨
🟨🟨⬛⬛⬛🟩🟨
🟨⬛🟨🟩🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
57,4/16/2022 23:37:42,71,"researchdle 5/6 27.982
7 gradual
⬛🟩⬛🟨⬛⬛🟨
⬛🟩🟩⬛⬛⬛🟨
🟨🟩🟩⬛⬛⬛🟨
🟩🟩🟩⬛⬛⬛🟨
🟩🟩🟩🟩🟩🟩🟩"
58,4/16/2022 23:38:30,71,"researchdle 3/6 5.054
4 fist
⬛⬛🟩🟩
⬛🟩🟩🟩
🟩🟩🟩🟩"
59,4/16/2022 23:39:24,71,"researchdle 5/6 48.365
4 flat
⬛⬛⬛🟩
⬛⬛⬛🟩
⬛🟨⬛🟩
⬛⬛🟩🟩
🟩🟩🟩🟩"
60,4/17/2022 20:15:06,71,"researchdle 6/6 202.752
4 limb
⬛⬛⬛⬛
🟨🟩⬛⬛
⬛🟩🟨🟨
🟩🟩🟩⬛
🟩🟩🟩⬛
🟩🟩🟩🟩"
61,4/18/2022 14:09:43,73,"researchdle X/6 87.647
5 rally
⬛🟨🟨⬛⬛
⬛🟨⬛🟨🟨
🟨⬛⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩"
62,4/18/2022 14:11:21,73,"researchdle 6/6 91.519
4 thou
⬛🟨⬛⬛
🟨⬛⬛⬛
⬛⬛🟩⬛
⬛⬛🟩⬛
⬛⬛🟩🟨
🟩🟩🟩🟩"
63,4/18/2022 19:10:49,73,"researchdle 6/6 95.417
4 kite
⬛⬛⬛⬛
⬛⬛🟨⬛
🟨🟨🟨⬛
🟨⬛🟨🟨
⬛🟨🟩🟨
🟩🟩🟩🟩"
64,4/18/2022 19:12:26,73,"researchdle 3/6 86.262
5 newly
🟨🟨⬛⬛🟩
⬛⬛⬛🟨🟩
🟩🟩🟩🟩🟩"
65,4/15/2022 21:30:37,37,"researchdle 5/6 612.679
6 orient
⬛🟩🟩🟨⬛⬛
⬛🟩🟩⬛🟨🟨
⬛🟩🟩🟩🟩⬛
🟨🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩🟩"
66,4/15/2022 21:34:11,37,"researchdle 3/6 72.575
6 carrot
🟨🟨⬛⬛⬛🟩
⬛🟨🟨⬛⬛🟩
🟩🟩🟩🟩🟩🟩"
67,4/15/2022 21:38:24,37,"researchdle 5/6 151.366
4 wade
⬛🟩⬛⬛
⬛🟩⬛⬛
⬛🟩🟨⬛
🟩🟩⬛🟩
🟩🟩🟩🟩"
68,4/15/2022 21:48:51,37,"researchdle 4/6 582.516
6 script
🟨⬛⬛⬛⬛🟩
🟩🟨🟨⬛⬛🟩
🟩⬛🟨⬛⬛🟩
🟩🟩🟩🟩🟩🟩"
69,4/15/2022 22:44:36,37,"researchdle 4/6 108.481
6 rabies
⬛🟨🟨🟨⬛⬛
🟩🟨⬛🟨⬛🟩
🟩🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩🟩"
70,4/15/2022 22:48:43,37,"researchdle 4/6 52.95
7 driving
⬛⬛🟨⬛🟩⬛⬛
🟨⬛⬛⬛🟩🟩🟩
🟩🟩⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
71,4/15/2022 22:51:53,37,"researchdle X/6 149.225
5 finch
⬛⬛🟨⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛"
72,4/15/2022 22:53:08,37,"researchdle 4/6 51.279
4 earn
⬛🟩🟩🟩
⬛🟩🟩🟩
⬛🟩🟩🟩
🟩🟩🟩🟩"
73,4/16/2022 9:45:57,37,"researchdle X/6 85.574
5 baton
🟨⬛⬛⬛⬛
⬛🟩⬛🟨⬛
🟨🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟨⬛🟨"
74,4/16/2022 10:13:18,37,"researchdle 6/6 1603.962
7 dynasty
⬛🟨⬛🟨⬛⬛🟨
🟨🟨⬛🟨⬛🟨⬛
🟨🟨⬛⬛⬛🟨🟨
🟨🟨⬛⬛🟨🟨🟨
🟨🟨🟨⬛⬛🟨⬛
🟩🟩🟩🟩🟩🟩🟩"
75,4/16/2022 15:33:47,37,"researchdle X/6 1624.798
7 aquifer
⬛🟨🟨⬛🟨🟩⬛
⬛🟨🟨🟩⬛🟩⬛
⬛⬛🟨🟩⬛🟩⬛
⬛🟨🟨🟩⬛🟩⬛
🟨⬛⬛🟩⬛🟩⬛
🟩⬛⬛🟩🟨🟩⬛"
76,4/16/2022 15:43:55,37,"researchdle 6/6 582.793
7 locking
⬛⬛⬛🟨⬛⬛⬛
🟨⬛🟨⬛🟨⬛⬛
⬛⬛🟨🟨⬛⬛⬛
⬛⬛🟨⬛🟩🟨🟨
🟨🟩⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩"
77,4/16/2022 20:11:32,59,"researchdle 4/6 580.59
4 bird
⬛⬛⬛🟨
🟩🟨🟨⬛
🟩🟩🟩⬛
🟩🟩🟩🟩"
78,4/16/2022 20:13:32,59,"researchdle 6/6 98.08
5 smear
🟨⬛⬛🟨⬛
🟨⬛⬛⬛⬛
⬛🟨🟩🟩⬛
🟩⬛🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩"
79,4/16/2022 20:15:43,59,"researchdle 6/6 93.535
5 using
⬛⬛🟩⬛🟨
🟨🟨🟩⬛⬛
⬛🟨🟨⬛⬛
⬛⬛🟩🟩🟩
🟨🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
80,4/16/2022 20:18:34,59,"researchdle 5/6 73.703
4 mole
⬛🟩⬛⬛
⬛⬛⬛⬛
⬛🟩🟩⬛
🟩🟩🟩⬛
🟩🟩🟩🟩"
81,4/16/2022 23:29:57,37,"researchdle 4/6 459.45
7 warrant
⬛🟩🟩🟨⬛⬛⬛
⬛🟩🟩⬛⬛🟩⬛
🟨🟩🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩🟩🟩"
82,4/16/2022 23:39:34,37,"researchdle 5/6 554.248
6 calico
🟨⬛🟨⬛⬛⬛
🟨⬛🟨⬛⬛⬛
⬛🟩⬛🟩🟨⬛
⬛🟩🟨🟩⬛🟨
🟩🟩🟩🟩🟩🟩"
83,4/16/2022 23:40:51,37,"researchdle 5/6 40.8
4 butt
🟩⬛⬛⬛
🟩⬛⬛🟩
🟩⬛⬛🟩
🟩⬛⬛🟩
🟩🟩🟩🟩"
84,4/16/2022 23:44:37,37,"researchdle X/6 203.48
6 pebble
⬛⬛⬛🟨⬛⬛
🟨⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛⬛
⬛🟨⬛🟨🟨⬛
🟩🟨⬛⬛🟨⬛
🟩⬛🟨⬛⬛⬛"
85,4/16/2022 23:46:14,59,"researchdle X/6 129.709
6 bamboo
🟩⬛⬛🟨⬛⬛
🟩🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛⬛
🟩🟩🟨🟨🟩⬛
🟩🟩⬛⬛⬛⬛
🟩🟩⬛⬛🟩⬛
"
86,4/17/2022 0:35:15,59,"researchdle X/6 123.007
5 holly
⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟩⬛"
87,4/17/2022 0:42:59,59,"researchdle 4/6 64.375
5 alone
🟩⬛⬛⬛🟨
🟩⬛🟩⬛🟨
🟩🟨🟩⬛🟩
🟩🟩🟩🟩🟩
"
88,4/17/2022 0:45:13,59,"researchdle X/6 117.995
5 flood
⬛🟨⬛⬛⬛
⬛⬛🟩⬛⬛
⬛⬛🟩⬛🟩
⬛⬛🟩🟨🟩
⬛🟩⬛⬛⬛
⬛🟩🟩⬛🟩"
89,4/17/2022 18:31:13,29,"researchdle 5/6 575.589
5 marsh
🟨⬛🟨🟨⬛
⬛⬛⬛⬛⬛
⬛🟨🟨⬛🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
90,4/17/2022 18:46:49,29,"researchdle 4/6 913.35
7 monster
⬛⬛🟨⬛🟨⬛⬛
🟨🟩🟨🟨⬛⬛🟨
⬛⬛🟨⬛🟨🟨⬛
🟩🟩🟩🟩🟩🟩🟩"
91,4/17/2022 18:56:25,29,"researchdle 6/6 563.015
7 assault
⬛⬛⬛🟨🟨⬛⬛
⬛🟨🟩🟨⬛⬛🟨
⬛🟨⬛🟨⬛⬛🟨
⬛🟨⬛⬛⬛⬛⬛
⬛⬛🟩🟨⬛⬛⬛
🟩🟩🟩🟩🟩🟩🟩"
92,4/17/2022 18:58:56,29,"researchdle X/6 139.138
4 alan
⬛⬛🟨⬛
🟨⬛⬛⬛
⬛🟨⬛⬛
⬛⬛⬛⬛
⬛🟩🟩⬛
⬛🟩🟩⬛"
93,4/17/2022 19:01:41,29,"researchdle 5/6 153.834
7 arrange
⬛⬛🟨⬛⬛🟨🟨
🟨⬛⬛🟨⬛⬛⬛
⬛🟨🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩🟩🟩"
94,4/17/2022 19:02:59,29,"researchdle X/6 67.215
4 gaze
⬛⬛⬛🟩
⬛⬛⬛⬛
⬛⬛⬛⬛
⬛🟩⬛🟩
⬛🟩⬛🟩
⬛🟩⬛🟩"
95,4/17/2022 19:06:50,29,"researchdle 4/6 221.354
7 sarcasm
⬛⬛⬛🟩🟩⬛⬛
🟨⬛⬛🟨⬛⬛🟨
⬛⬛🟨⬛⬛🟩⬛
🟩🟩🟩🟩🟩🟩🟩"
96,4/17/2022 19:13:10,29,"researchdle 6/6 371.091
5 graze
⬛⬛🟩🟨🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩"
97,4/17/2022 19:42:00,29,"researchdle 4/6 1020.813
5 masse
🟨⬛🟨⬛🟩
⬛⬛🟨⬛⬛
⬛⬛🟨🟩🟩
🟩🟩🟩🟩🟩"
98,4/17/2022 19:43:33,29,"researchdle X/6 82.703
4 have
⬛⬛⬛🟩
⬛⬛⬛⬛
⬛⬛🟨⬛
⬛🟩⬛🟩
⬛🟩⬛🟩
⬛🟩🟩🟩"
99,4/17/2022 19:45:29,29,"researchdle 5/6 108.023
5 dress
🟨⬛⬛🟨🟨
⬛⬛⬛⬛⬛
⬛🟨🟨🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
100,4/17/2022 19:46:54,37,"researchdle X/6 217.445
5 vowel
⬛🟨⬛⬛⬛
⬛⬛⬛🟩⬛
🟨🟨🟨⬛⬛
🟨🟩⬛🟩⬛
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩"
101,4/17/2022 19:47:35,29,"researchdle 3/6 22.587
5 spade
🟩⬛🟩⬛🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
102,4/17/2022 19:47:40,29,"researchdle 6/6 57.066
4 pope
⬛⬛⬛🟩
🟩⬛⬛⬛
🟩⬛⬛🟩
🟩🟩⬛🟩
🟩🟩⬛🟩
🟩🟩🟩🟩"
103,4/17/2022 19:48:32,37,"researchdle X/6 75.753
4 lite
🟨⬛⬛⬛
⬛🟨⬛🟨
🟨🟩🟨⬛
⬛🟩🟩🟩
⬛🟩🟩🟩
⬛🟩🟩🟩"
104,4/17/2022 19:49:47,29,"researchdle 6/6 119.426
4 bold
⬛⬛⬛⬛
⬛🟩⬛🟨
🟨🟩⬛🟩
⬛🟩🟩🟩
⬛🟩🟩🟩
🟩🟩🟩🟩"
105,4/17/2022 19:49:57,37,"researchdle X/6 69.627
4 soup
⬛⬛⬛⬛
⬛⬛⬛⬛
⬛🟩⬛⬛
⬛🟩⬛🟨
🟨🟩⬛🟨
⬛🟩🟨🟨"
106,4/17/2022 19:51:46,29,"researchdle 6/6 110.051
4 weak
⬛⬛⬛⬛
⬛⬛⬛⬛
⬛⬛🟨🟨
⬛🟩⬛🟩
🟩🟩⬛🟩
🟩🟩🟩🟩"
107,4/17/2022 19:58:31,29,"researchdle X/6 391.883
5 delta
⬛⬛🟨⬛🟨
🟨🟨⬛🟨⬛
⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛
🟨🟨🟨🟨⬛
🟩🟩🟨🟨🟨"
108,4/17/2022 20:11:51,37,"researchdle 6/6 1238.325
7 arrears
⬛🟨🟩⬛⬛🟨🟩
🟩🟩🟩🟩⬛⬛🟩
🟩🟩🟩⬛⬛🟨🟩
🟩🟩🟩⬛⬛🟨🟩
🟩🟩🟩🟨⬛🟨🟩
🟩🟩🟩🟩🟩🟩🟩"
109,4/17/2022 20:17:11,29,"researchdle X/6 1106.312
7 decease
⬛⬛⬛🟨⬛🟨⬛
⬛⬛⬛🟨🟩⬛⬛
⬛⬛⬛⬛⬛⬛🟨
⬛⬛🟨⬛🟨🟨⬛
⬛⬛⬛🟨⬛🟨⬛
🟨🟨🟨⬛🟨⬛⬛"
110,4/17/2022 20:18:51,29,"researchdle 4/6 89.538
4 arid
⬛⬛⬛⬛
⬛🟨⬛⬛
⬛🟨⬛⬛
🟩🟩🟩🟩"
111,4/17/2022 20:19:32,29,"researchdle 4/6 30.271
4 dump
⬛⬛⬛⬛
🟨⬛⬛⬛
⬛🟩⬛🟨
🟩🟩🟩🟩"
112,4/17/2022 20:21:29,29,"researchdle X/6 107.82
7 reddish
⬛⬛⬛🟨⬛🟨🟨
🟨⬛🟨⬛⬛⬛🟨
⬛🟨⬛⬛⬛⬛🟨
⬛⬛🟨🟨⬛⬛⬛
⬛⬛⬛⬛⬛⬛⬛
⬛🟨⬛🟩🟨🟨🟨"
113,4/17/2022 20:24:11,29,"researchdle 4/6 150.611
7 enlarge
⬛⬛🟨⬛⬛🟨🟨
🟨🟩⬛⬛🟨🟨⬛
⬛⬛⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩🟩🟩"
